sale_id,order_date,product_id,channel_id,quantity,unit_price,unit_cost,discount_pct,gross_revenue,gross_cost
SL-0010920,2024-04-08,FTW-0012,CH-NE-01,1,54.42,31.94,0.0,54.42,31.94
SL-0010921,2024-04-08,FTW-0014,CH-NE-01,3,44.75,27.29,0.0,134.25,81.87
SL-0010922,2024-04-08,ACC-0017,CH-NE-01,3,53.87,26.12,0.0,161.61,78.36
SL-0010923,2024-04-08,ACC-0021,CH-NE-01,3,17.72,7.6,0.0,53.16,22.8
SL-0010924,2024-04-08,HOM-0025,CH-NE-01,5,27.2,16.05,0.0,136.0,80.25
SL-0010925,2024-04-08,HOM-0026,CH-NE-01,4,32.03,18.63,0.0,128.12,74.52
SL-0010926,2024-04-08,HOM-0027,CH-NE-01,3,18.09,11.15,0.0,54.27,33.45
SL-0010927,2024-04-08,HOM-0028,CH-NE-01,1,53.4,26.02,0.0,53.4,26.02
SL-0010928,2024-04-08,HOM-0029,CH-NE-01,4,17.46,6.88,0.0,69.84,27.52
SL-0010929,2024-04-08,APP-0001,CH-MW-01,3,54.29,28.42,0.0,162.87,85.26
SL-0010930,2024-04-08,APP-0005,CH-MW-01,4,75.93,38.31,0.0,303.72,153.24
SL-0010931,2024-04-08,APP-0008,CH-MW-01,1,32.56,12.31,0.0,32.56,12.31
SL-0010932,2024-04-08,APP-0009,CH-MW-01,1,17.01,7.15,0.0,17.01,7.15
SL-0010933,2024-04-08,HOM-0026,CH-MW-01,2,32.03,18.54,0.0,64.06,37.08
SL-0010934,2024-04-08,HOM-0027,CH-MW-01,1,18.09,11.11,0.0,18.09,11.11
SL-0010935,2024-04-08,HOM-0031,CH-MW-01,1,28.96,12.45,0.0,28.96,12.45
SL-0010936,2024-04-08,APP-0001,CH-WE-01,5,54.29,28.91,0.0,271.45,144.55
SL-0010937,2024-04-08,APP-0002,CH-WE-01,1,131.6,60.63,0.0,131.6,60.63
SL-0010938,2024-04-08,APP-0003,CH-WE-01,1,108.58,56.62,0.0,108.58,56.62
SL-0010939,2024-04-08,APP-0007,CH-WE-01,2,35.47,12.1,0.0,70.94,24.2
SL-0010940,2024-04-08,APP-0008,CH-WE-01,4,32.56,12.03,0.0,130.24,48.12
SL-0010941,2024-04-08,APP-0009,CH-WE-01,4,17.01,6.76,0.0,68.04,27.04
SL-0010942,2024-04-08,APP-0010,CH-WE-01,4,21.41,9.31,0.0,85.64,37.24
SL-0010943,2024-04-08,FTW-0014,CH-WE-01,4,44.75,26.02,0.0,179.0,104.08
SL-0010944,2024-04-08,ACC-0017,CH-WE-01,5,53.87,26.0,0.0,269.35,130.0
SL-0010945,2024-04-08,ACC-0024,CH-WE-01,5,27.1,12.32,0.0,135.5,61.6
SL-0010946,2024-04-08,HOM-0025,CH-WE-01,3,27.2,16.85,0.0,81.6,50.55
SL-0010947,2024-04-08,HOM-0027,CH-WE-01,3,18.09,11.12,0.0,54.27,33.36
SL-0010948,2024-04-08,HOM-0028,CH-WE-01,1,53.4,26.76,0.0,53.4,26.76
SL-0010949,2024-04-08,HOM-0029,CH-WE-01,3,17.46,6.97,0.0,52.38,20.91
SL-0010950,2024-04-08,APP-0008,CH-ON-01,2,32.56,12.11,0.0,65.12,24.22
SL-0010951,2024-04-08,APP-0010,CH-ON-01,1,21.41,9.36,0.0,21.41,9.36
SL-0010952,2024-04-08,FTW-0014,CH-ON-01,2,44.75,25.77,0.0,89.5,51.54
SL-0010953,2024-04-08,FTW-0015,CH-ON-01,5,73.35,40.92,0.0,366.75,204.6
SL-0010954,2024-04-08,ACC-0024,CH-ON-01,3,27.1,12.75,0.0,81.3,38.25
SL-0010955,2024-04-08,HOM-0025,CH-ON-01,1,27.2,16.3,0.0,27.2,16.3
SL-0010956,2024-04-08,HOM-0027,CH-ON-01,3,18.09,11.13,0.0,54.27,33.39
SL-0010957,2024-04-08,HOM-0028,CH-ON-01,1,53.4,25.65,0.0,53.4,25.65
SL-0010958,2024-04-08,HOM-0032,CH-ON-01,7,30.43,14.43,0.0,213.01,101.01
SL-0010959,2024-04-08,ACC-0021,CH-WS-01,1,17.72,7.64,0.0,17.72,7.64
SL-0010960,2024-04-08,HOM-0029,CH-WS-01,2,17.46,7.0,0.0,34.92,14.0
SL-0010961,2024-04-09,APP-0007,CH-NE-01,2,35.47,12.02,0.0,70.94,24.04
SL-0010962,2024-04-09,APP-0008,CH-NE-01,1,32.56,12.83,0.0,32.56,12.83
SL-0010963,2024-04-09,APP-0009,CH-NE-01,2,17.01,6.84,0.0,34.02,13.68
SL-0010964,2024-04-09,APP-0011,CH-NE-01,1,35.37,13.96,0.0,35.37,13.96
SL-0010965,2024-04-09,FTW-0012,CH-NE-01,4,54.42,31.09,0.0,217.68,124.36
SL-0010966,2024-04-09,FTW-0015,CH-NE-01,3,73.35,42.02,0.0,220.05,126.06
SL-0010967,2024-04-09,ACC-0017,CH-NE-01,3,53.87,26.58,0.0,161.61,79.74
SL-0010968,2024-04-09,ACC-0024,CH-NE-01,1,27.1,12.36,0.0,27.1,12.36
SL-0010969,2024-04-09,HOM-0026,CH-NE-01,1,32.03,18.79,0.0,32.03,18.79
SL-0010970,2024-04-09,HOM-0027,CH-NE-01,3,18.09,10.94,0.0,54.27,32.82
SL-0010971,2024-04-09,HOM-0029,CH-NE-01,4,17.46,7.18,0.0,69.84,28.72
SL-0010972,2024-04-09,HOM-0032,CH-NE-01,4,30.43,13.8,0.0,121.72,55.2
SL-0010973,2024-04-09,APP-0002,CH-MW-01,3,131.6,61.21,0.0,394.8,183.63
SL-0010974,2024-04-09,APP-0006,CH-MW-01,1,40.89,13.14,0.0,40.89,13.14
SL-0010975,2024-04-09,APP-0009,CH-MW-01,2,17.01,6.69,0.0,34.02,13.38
SL-0010976,2024-04-09,APP-0010,CH-MW-01,1,21.41,9.65,0.0,21.41,9.65
SL-0010977,2024-04-09,APP-0011,CH-MW-01,1,35.37,13.4,0.0,35.37,13.4
SL-0010978,2024-04-09,FTW-0014,CH-MW-01,1,44.75,26.5,0.0,44.75,26.5
SL-0010979,2024-04-09,FTW-0015,CH-MW-01,1,73.35,40.45,0.0,73.35,40.45
SL-0010980,2024-04-09,ACC-0017,CH-MW-01,3,53.87,25.24,0.0,161.61,75.72
SL-0010981,2024-04-09,HOM-0027,CH-MW-01,3,18.09,10.68,0.0,54.27,32.04
SL-0010982,2024-04-09,HOM-0028,CH-MW-01,1,53.4,25.62,0.0,53.4,25.62
SL-0010983,2024-04-09,APP-0005,CH-WE-01,4,75.93,37.45,0.0,303.72,149.8
SL-0010984,2024-04-09,APP-0007,CH-WE-01,2,35.47,11.92,0.0,70.94,23.84
SL-0010985,2024-04-09,APP-0011,CH-WE-01,3,35.37,14.24,0.0,106.11,42.72
SL-0010986,2024-04-09,FTW-0012,CH-WE-01,5,54.42,32.04,0.0,272.1,160.2
SL-0010987,2024-04-09,ACC-0021,CH-WE-01,4,17.72,8.06,0.0,70.88,32.24
SL-0010988,2024-04-09,ACC-0024,CH-WE-01,4,27.1,12.25,0.0,108.4,49.0
SL-0010989,2024-04-09,HOM-0025,CH-WE-01,4,27.2,15.99,0.0,108.8,63.96
SL-0010990,2024-04-09,HOM-0031,CH-WE-01,2,28.96,13.2,0.0,57.92,26.4
SL-0010991,2024-04-09,APP-0003,CH-ON-01,2,108.58,55.08,0.0,217.16,110.16
SL-0010992,2024-04-09,APP-0006,CH-ON-01,4,40.89,13.43,0.0,163.56,53.72
SL-0010993,2024-04-09,APP-0010,CH-ON-01,2,21.41,9.46,0.0,42.82,18.92
SL-0010994,2024-04-09,FTW-0012,CH-ON-01,1,54.42,31.98,0.0,54.42,31.98
SL-0010995,2024-04-09,FTW-0015,CH-ON-01,4,73.35,42.85,0.0,293.4,171.4
SL-0010996,2024-04-09,ACC-0017,CH-ON-01,1,53.87,25.62,0.0,53.87,25.62
SL-0010997,2024-04-09,ACC-0021,CH-ON-01,1,17.72,7.66,0.0,17.72,7.66
SL-0010998,2024-04-09,HOM-0025,CH-ON-01,1,27.2,16.04,0.0,27.2,16.04
SL-0010999,2024-04-09,HOM-0026,CH-ON-01,3,32.03,19.48,0.0,96.09,58.44
SL-0011000,2024-04-09,HOM-0027,CH-ON-01,1,18.09,10.72,0.0,18.09,10.72
SL-0011001,2024-04-09,HOM-0029,CH-ON-01,1,17.46,7.09,0.0,17.46,7.09
SL-0011002,2024-04-09,HOM-0031,CH-ON-01,3,28.96,12.46,0.0,86.88,37.38
SL-0011003,2024-04-09,APP-0002,CH-WS-01,1,131.6,60.67,0.0,131.6,60.67
SL-0011004,2024-04-09,APP-0003,CH-WS-01,2,108.58,56.38,0.0,217.16,112.76
SL-0011005,2024-04-09,APP-0006,CH-WS-01,1,40.89,13.58,0.0,40.89,13.58
SL-0011006,2024-04-09,APP-0011,CH-WS-01,1,35.37,13.99,0.0,35.37,13.99
SL-0011007,2024-04-09,FTW-0014,CH-WS-01,3,44.75,27.18,0.0,134.25,81.54
SL-0011008,2024-04-09,ACC-0021,CH-WS-01,1,17.72,7.72,0.0,17.72,7.72
SL-0011009,2024-04-09,HOM-0031,CH-WS-01,2,28.96,12.55,0.0,57.92,25.1
SL-0011010,2024-04-10,APP-0006,CH-NE-01,2,40.89,13.53,0.0,81.78,27.06
SL-0011011,2024-04-10,APP-0007,CH-NE-01,1,35.47,12.23,0.0,35.47,12.23
SL-0011012,2024-04-10,APP-0008,CH-NE-01,1,32.56,12.26,0.0,32.56,12.26
SL-0011013,2024-04-10,FTW-0012,CH-NE-01,2,54.42,31.93,0.0,108.84,63.86
SL-0011014,2024-04-10,HOM-0027,CH-NE-01,3,18.09,10.81,0.0,54.27,32.43
SL-0011015,2024-04-10,HOM-0028,CH-NE-01,2,53.4,25.91,0.0,106.8,51.82
SL-0011016,2024-04-10,HOM-0029,CH-NE-01,5,17.46,6.89,0.0,87.3,34.45
SL-0011017,2024-04-10,HOM-0031,CH-NE-01,2,28.96,12.51,0.0,57.92,25.02
SL-0011018,2024-04-10,APP-0011,CH-MW-01,6,35.37,13.8,0.0,212.22,82.8
SL-0011019,2024-04-10,HOM-0027,CH-MW-01,4,18.09,11.1,0.0,72.36,44.4
SL-0011020,2024-04-10,HOM-0032,CH-MW-01,2,30.43,13.77,0.0,60.86,27.54
SL-0011021,2024-04-10,APP-0001,CH-WE-01,1,54.29,28.92,0.0,54.29,28.92
SL-0011022,2024-04-10,APP-0002,CH-WE-01,6,131.6,61.85,0.0,789.6,371.1
SL-0011023,2024-04-10,APP-0003,CH-WE-01,1,108.58,58.23,0.0,108.58,58.23
SL-0011024,2024-04-10,APP-0005,CH-WE-01,1,75.93,38.94,0.0,75.93,38.94
SL-0011025,2024-04-10,APP-0007,CH-WE-01,2,35.47,11.59,0.0,70.94,23.18
SL-0011026,2024-04-10,APP-0008,CH-WE-01,3,32.56,12.77,0.0,97.68,38.31
SL-0011027,2024-04-10,APP-0009,CH-WE-01,3,17.01,6.77,0.0,51.03,20.31
SL-0011028,2024-04-10,APP-0011,CH-WE-01,3,35.37,13.73,0.0,106.11,41.19
SL-0011029,2024-04-10,FTW-0012,CH-WE-01,2,54.42,32.62,0.0,108.84,65.24
SL-0011030,2024-04-10,ACC-0017,CH-WE-01,4,53.87,25.73,0.0,215.48,102.92
SL-0011031,2024-04-10,ACC-0021,CH-WE-01,5,17.72,7.96,0.0,88.6,39.8
SL-0011032,2024-04-10,ACC-0024,CH-WE-01,6,27.1,12.83,0.0,162.6,76.98
SL-0011033,2024-04-10,HOM-0028,CH-WE-01,2,53.4,26.7,0.0,106.8,53.4
SL-0011034,2024-04-10,HOM-0031,CH-WE-01,1,28.96,13.14,0.0,28.96,13.14
SL-0011035,2024-04-10,APP-0002,CH-ON-01,1,131.6,59.57,0.0,131.6,59.57
SL-0011036,2024-04-10,APP-0003,CH-ON-01,5,108.58,54.44,0.0,542.9,272.2
SL-0011037,2024-04-10,APP-0005,CH-ON-01,8,75.93,38.86,0.0,607.44,310.88
SL-0011038,2024-04-10,APP-0006,CH-ON-01,5,40.89,13.55,0.0,204.45,67.75
SL-0011039,2024-04-10,APP-0007,CH-ON-01,2,35.47,11.82,0.0,70.94,23.64
SL-0011040,2024-04-10,APP-0011,CH-ON-01,3,35.37,13.48,0.0,106.11,40.44
SL-0011041,2024-04-10,FTW-0012,CH-ON-01,3,54.42,31.03,0.0,163.26,93.09
SL-0011042,2024-04-10,FTW-0015,CH-ON-01,3,73.35,41.4,0.0,220.05,124.2
SL-0011043,2024-04-10,ACC-0017,CH-ON-01,1,53.87,25.78,0.0,53.87,25.78
SL-0011044,2024-04-10,ACC-0021,CH-ON-01,3,17.72,7.69,0.0,53.16,23.07
SL-0011045,2024-04-10,ACC-0024,CH-ON-01,2,27.1,12.9,0.0,54.2,25.8
SL-0011046,2024-04-10,HOM-0026,CH-ON-01,1,32.03,19.56,0.0,32.03,19.56
SL-0011047,2024-04-10,HOM-0027,CH-ON-01,1,18.09,10.64,0.0,18.09,10.64
SL-0011048,2024-04-10,HOM-0032,CH-ON-01,3,30.43,14.09,0.0,91.29,42.27
SL-0011049,2024-04-10,ACC-0021,CH-WS-01,4,17.72,7.79,0.0,70.88,31.16
SL-0011050,2024-04-11,APP-0001,CH-NE-01,1,54.29,29.24,0.0,54.29,29.24
SL-0011051,2024-04-11,APP-0005,CH-NE-01,1,75.93,37.57,0.0,75.93,37.57
SL-0011052,2024-04-11,APP-0008,CH-NE-01,2,32.56,12.79,0.0,65.12,25.58
SL-0011053,2024-04-11,APP-0010,CH-NE-01,2,21.41,9.45,0.0,42.82,18.9
SL-0011054,2024-04-11,FTW-0014,CH-NE-01,4,44.75,26.48,0.0,179.0,105.92
SL-0011055,2024-04-11,ACC-0017,CH-NE-01,5,53.87,25.58,0.0,269.35,127.9
SL-0011056,2024-04-11,ACC-0021,CH-NE-01,1,17.72,7.63,0.0,17.72,7.63
SL-0011057,2024-04-11,HOM-0026,CH-NE-01,2,32.03,19.35,0.0,64.06,38.7
SL-0011058,2024-04-11,HOM-0029,CH-NE-01,1,17.46,7.13,0.0,17.46,7.13
SL-0011059,2024-04-11,HOM-0031,CH-NE-01,2,28.96,12.49,0.0,57.92,24.98
SL-0011060,2024-04-11,APP-0001,CH-MW-01,4,54.29,29.25,0.0,217.16,117.0
SL-0011061,2024-04-11,APP-0006,CH-MW-01,2,40.89,13.36,0.0,81.78,26.72
SL-0011062,2024-04-11,APP-0007,CH-MW-01,1,35.47,11.64,0.0,35.47,11.64
SL-0011063,2024-04-11,APP-0008,CH-MW-01,3,32.56,12.69,0.0,97.68,38.07
SL-0011064,2024-04-11,APP-0011,CH-MW-01,4,35.37,13.76,0.0,141.48,55.04
SL-0011065,2024-04-11,FTW-0015,CH-MW-01,2,73.35,40.3,0.0,146.7,80.6
SL-0011066,2024-04-11,ACC-0021,CH-MW-01,2,17.72,7.59,0.0,35.44,15.18
SL-0011067,2024-04-11,HOM-0026,CH-MW-01,1,32.03,18.98,0.0,32.03,18.98
SL-0011068,2024-04-11,HOM-0027,CH-MW-01,1,18.09,11.17,0.0,18.09,11.17
SL-0011069,2024-04-11,HOM-0029,CH-MW-01,3,17.46,7.21,0.0,52.38,21.63
SL-0011070,2024-04-11,APP-0002,CH-WE-01,2,131.6,61.1,0.0,263.2,122.2
SL-0011071,2024-04-11,APP-0006,CH-WE-01,4,40.89,13.75,0.0,163.56,55.0
SL-0011072,2024-04-11,APP-0009,CH-WE-01,3,17.01,7.06,0.0,51.03,21.18
SL-0011073,2024-04-11,APP-0010,CH-WE-01,4,21.41,9.71,0.0,85.64,38.84
SL-0011074,2024-04-11,FTW-0014,CH-WE-01,1,44.75,25.75,0.0,44.75,25.75
SL-0011075,2024-04-11,FTW-0015,CH-WE-01,2,73.35,40.77,0.0,146.7,81.54
SL-0011076,2024-04-11,ACC-0024,CH-WE-01,3,27.1,12.34,0.0,81.3,37.02
SL-0011077,2024-04-11,HOM-0025,CH-WE-01,6,27.2,16.68,0.0,163.2,100.08
SL-0011078,2024-04-11,HOM-0028,CH-WE-01,4,53.4,26.18,0.0,213.6,104.72
SL-0011079,2024-04-11,HOM-0031,CH-WE-01,3,28.96,12.68,0.0,86.88,38.04
SL-0011080,2024-04-11,APP-0001,CH-ON-01,2,54.29,28.38,0.0,108.58,56.76
SL-0011081,2024-04-11,APP-0002,CH-ON-01,2,131.6,59.34,0.0,263.2,118.68
SL-0011082,2024-04-11,APP-0006,CH-ON-01,2,40.89,13.81,0.0,81.78,27.62
SL-0011083,2024-04-11,APP-0007,CH-ON-01,4,35.47,12.11,0.0,141.88,48.44
SL-0011084,2024-04-11,APP-0008,CH-ON-01,6,32.56,12.41,0.0,195.36,74.46
SL-0011085,2024-04-11,APP-0009,CH-ON-01,4,17.01,6.84,0.0,68.04,27.36
SL-0011086,2024-04-11,APP-0010,CH-ON-01,4,21.41,9.86,0.0,85.64,39.44
SL-0011087,2024-04-11,APP-0011,CH-ON-01,4,35.37,14.25,0.0,141.48,57.0
SL-0011088,2024-04-11,FTW-0012,CH-ON-01,4,54.42,32.71,0.0,217.68,130.84
SL-0011089,2024-04-11,ACC-0021,CH-ON-01,1,17.72,8.03,0.0,17.72,8.03
SL-0011090,2024-04-11,HOM-0027,CH-ON-01,2,18.09,10.59,0.0,36.18,21.18
SL-0011091,2024-04-11,HOM-0029,CH-ON-01,4,17.46,7.23,0.0,69.84,28.92
SL-0011092,2024-04-11,ACC-0021,CH-WS-01,2,17.72,7.97,0.0,35.44,15.94
SL-0011093,2024-04-12,APP-0001,CH-NE-01,2,54.29,28.55,0.0,108.58,57.1
SL-0011094,2024-04-12,APP-0002,CH-NE-01,2,131.6,60.19,0.0,263.2,120.38
SL-0011095,2024-04-12,APP-0003,CH-NE-01,1,108.58,54.98,0.0,108.58,54.98
SL-0011096,2024-04-12,APP-0010,CH-NE-01,4,21.41,9.63,0.0,85.64,38.52
SL-0011097,2024-04-12,FTW-0012,CH-NE-01,2,54.42,32.47,0.0,108.84,64.94
SL-0011098,2024-04-12,FTW-0014,CH-NE-01,6,44.75,25.89,0.0,268.5,155.34
SL-0011099,2024-04-12,FTW-0015,CH-NE-01,1,73.35,42.31,0.0,73.35,42.31
SL-0011100,2024-04-12,ACC-0024,CH-NE-01,5,27.1,12.66,0.0,135.5,63.3
SL-0011101,2024-04-12,HOM-0025,CH-NE-01,4,27.2,16.31,0.0,108.8,65.24
SL-0011102,2024-04-12,HOM-0026,CH-NE-01,2,32.03,19.58,0.0,64.06,39.16
SL-0011103,2024-04-12,HOM-0028,CH-NE-01,1,53.4,26.5,0.0,53.4,26.5
SL-0011104,2024-04-12,HOM-0029,CH-NE-01,4,17.46,7.29,0.0,69.84,29.16
SL-0011105,2024-04-12,HOM-0032,CH-NE-01,4,30.43,14.01,0.0,121.72,56.04
SL-0011106,2024-04-12,APP-0001,CH-MW-01,4,54.29,29.06,0.0,217.16,116.24
SL-0011107,2024-04-12,APP-0002,CH-MW-01,3,131.6,60.06,0.0,394.8,180.18
SL-0011108,2024-04-12,APP-0007,CH-MW-01,4,35.47,11.64,0.0,141.88,46.56
SL-0011109,2024-04-12,APP-0008,CH-MW-01,3,32.56,12.16,0.0,97.68,36.48
SL-0011110,2024-04-12,APP-0009,CH-MW-01,4,17.01,6.82,0.0,68.04,27.28
SL-0011111,2024-04-12,FTW-0012,CH-MW-01,1,54.42,32.44,0.0,54.42,32.44
SL-0011112,2024-04-12,FTW-0015,CH-MW-01,3,73.35,40.4,0.0,220.05,121.2
SL-0011113,2024-04-12,ACC-0021,CH-MW-01,2,17.72,7.59,0.0,35.44,15.18
SL-0011114,2024-04-12,ACC-0024,CH-MW-01,1,27.1,12.24,0.0,27.1,12.24
SL-0011115,2024-04-12,HOM-0031,CH-MW-01,3,28.96,13.2,0.0,86.88,39.6
SL-0011116,2024-04-12,HOM-0032,CH-MW-01,2,30.43,14.1,0.0,60.86,28.2
SL-0011117,2024-04-12,APP-0001,CH-WE-01,4,54.29,28.02,0.0,217.16,112.08
SL-0011118,2024-04-12,APP-0002,CH-WE-01,1,131.6,61.75,0.0,131.6,61.75
SL-0011119,2024-04-12,APP-0006,CH-WE-01,1,40.89,13.0,0.0,40.89,13.0
SL-0011120,2024-04-12,APP-0007,CH-WE-01,3,35.47,12.23,0.0,106.41,36.69
SL-0011121,2024-04-12,APP-0009,CH-WE-01,3,17.01,7.01,0.0,51.03,21.03
SL-0011122,2024-04-12,APP-0010,CH-WE-01,4,21.41,9.29,0.0,85.64,37.16
SL-0011123,2024-04-12,FTW-0012,CH-WE-01,4,54.42,31.43,0.0,217.68,125.72
SL-0011124,2024-04-12,FTW-0014,CH-WE-01,5,44.75,27.19,0.0,223.75,135.95
SL-0011125,2024-04-12,ACC-0017,CH-WE-01,2,53.87,26.61,0.0,107.74,53.22
SL-0011126,2024-04-12,ACC-0021,CH-WE-01,9,17.72,7.63,0.0,159.48,68.67
SL-0011127,2024-04-12,HOM-0025,CH-WE-01,2,27.2,16.57,0.0,54.4,33.14
SL-0011128,2024-04-12,HOM-0027,CH-WE-01,3,18.09,10.53,0.0,54.27,31.59
SL-0011129,2024-04-12,HOM-0031,CH-WE-01,1,28.96,13.05,0.0,28.96,13.05
SL-0011130,2024-04-12,APP-0006,CH-ON-01,1,40.89,13.22,0.0,40.89,13.22
SL-0011131,2024-04-12,APP-0007,CH-ON-01,5,35.47,11.92,0.0,177.35,59.6
SL-0011132,2024-04-12,APP-0008,CH-ON-01,2,32.56,12.56,0.0,65.12,25.12
SL-0011133,2024-04-12,FTW-0012,CH-ON-01,2,54.42,31.08,0.0,108.84,62.16
SL-0011134,2024-04-12,HOM-0026,CH-ON-01,4,32.03,19.53,0.0,128.12,78.12
SL-0011135,2024-04-12,HOM-0027,CH-ON-01,4,18.09,10.98,0.0,72.36,43.92
SL-0011136,2024-04-12,HOM-0028,CH-ON-01,4,53.4,26.17,0.0,213.6,104.68
SL-0011137,2024-04-12,HOM-0031,CH-ON-01,1,28.96,13.06,0.0,28.96,13.06
SL-0011138,2024-04-12,HOM-0032,CH-ON-01,2,30.43,14.54,0.0,60.86,29.08
SL-0011139,2024-04-12,APP-0005,CH-WS-01,2,75.93,38.02,0.0,151.86,76.04
SL-0011140,2024-04-12,APP-0010,CH-WS-01,1,21.41,9.42,0.0,21.41,9.42
SL-0011141,2024-04-12,APP-0011,CH-WS-01,2,35.37,13.8,0.0,70.74,27.6
SL-0011142,2024-04-12,FTW-0012,CH-WS-01,2,54.42,32.63,0.0,108.84,65.26
SL-0011143,2024-04-12,ACC-0017,CH-WS-01,1,53.87,25.67,0.0,53.87,25.67
SL-0011144,2024-04-12,HOM-0027,CH-WS-01,3,18.09,10.58,0.0,54.27,31.74
SL-0011145,2024-04-12,HOM-0029,CH-WS-01,2,17.46,7.17,0.0,34.92,14.34
SL-0011146,2024-04-13,APP-0003,CH-NE-01,5,108.58,55.31,0.0,542.9,276.55
SL-0011147,2024-04-13,APP-0005,CH-NE-01,2,75.93,37.46,0.0,151.86,74.92
SL-0011148,2024-04-13,APP-0006,CH-NE-01,4,40.89,13.28,0.0,163.56,53.12
SL-0011149,2024-04-13,APP-0010,CH-NE-01,1,21.41,9.47,0.0,21.41,9.47
SL-0011150,2024-04-13,APP-0011,CH-NE-01,4,35.37,13.59,0.0,141.48,54.36
SL-0011151,2024-04-13,FTW-0015,CH-NE-01,2,73.35,40.64,0.0,146.7,81.28
SL-0011152,2024-04-13,HOM-0025,CH-NE-01,2,27.2,16.6,0.0,54.4,33.2
SL-0011153,2024-04-13,HOM-0029,CH-NE-01,3,17.46,7.12,0.0,52.38,21.36
SL-0011154,2024-04-13,HOM-0031,CH-NE-01,2,28.96,13.22,0.0,57.92,26.44
SL-0011155,2024-04-13,HOM-0032,CH-NE-01,5,30.43,14.27,0.0,152.15,71.35
SL-0011156,2024-04-13,APP-0001,CH-MW-01,5,54.29,29.83,0.0,271.45,149.15
SL-0011157,2024-04-13,APP-0003,CH-MW-01,1,108.58,55.36,0.0,108.58,55.36
SL-0011158,2024-04-13,APP-0005,CH-MW-01,2,75.93,36.86,0.0,151.86,73.72
SL-0011159,2024-04-13,APP-0007,CH-MW-01,2,35.47,11.81,0.0,70.94,23.62
SL-0011160,2024-04-13,APP-0011,CH-MW-01,5,35.37,14.16,0.0,176.85,70.8
SL-0011161,2024-04-13,FTW-0014,CH-MW-01,1,44.75,25.6,0.0,44.75,25.6
SL-0011162,2024-04-13,ACC-0021,CH-MW-01,1,17.72,7.95,0.0,17.72,7.95
SL-0011163,2024-04-13,ACC-0024,CH-MW-01,1,27.1,12.43,0.0,27.1,12.43
SL-0011164,2024-04-13,HOM-0027,CH-MW-01,4,18.09,10.8,0.0,72.36,43.2
SL-0011165,2024-04-13,HOM-0031,CH-MW-01,2,28.96,12.86,0.0,57.92,25.72
SL-0011166,2024-04-13,APP-0003,CH-WE-01,2,108.58,56.36,0.0,217.16,112.72
SL-0011167,2024-04-13,APP-0006,CH-WE-01,2,40.89,13.24,0.0,81.78,26.48
SL-0011168,2024-04-13,APP-0007,CH-WE-01,3,35.47,11.77,0.0,106.41,35.31
SL-0011169,2024-04-13,APP-0009,CH-WE-01,6,17.01,6.92,0.0,102.06,41.52
SL-0011170,2024-04-13,FTW-0012,CH-WE-01,4,54.42,32.47,0.0,217.68,129.88
SL-0011171,2024-04-13,FTW-0015,CH-WE-01,4,73.35,41.45,0.0,293.4,165.8
SL-0011172,2024-04-13,ACC-0017,CH-WE-01,4,53.87,25.55,0.0,215.48,102.2
SL-0011173,2024-04-13,ACC-0021,CH-WE-01,4,17.72,7.7,0.0,70.88,30.8
SL-0011174,2024-04-13,HOM-0025,CH-WE-01,5,27.2,16.84,0.0,136.0,84.2
SL-0011175,2024-04-13,HOM-0026,CH-WE-01,5,32.03,18.83,0.0,160.15,94.15
SL-0011176,2024-04-13,HOM-0029,CH-WE-01,2,17.46,6.89,0.0,34.92,13.78
SL-0011177,2024-04-13,HOM-0031,CH-WE-01,5,28.96,12.37,0.0,144.8,61.85
SL-0011178,2024-04-13,HOM-0032,CH-WE-01,4,30.43,14.17,0.0,121.72,56.68
SL-0011179,2024-04-13,APP-0001,CH-ON-01,4,54.29,28.89,0.0,217.16,115.56
SL-0011180,2024-04-13,APP-0005,CH-ON-01,1,75.93,38.17,0.0,75.93,38.17
SL-0011181,2024-04-13,APP-0007,CH-ON-01,2,35.47,12.04,0.0,70.94,24.08
SL-0011182,2024-04-13,APP-0008,CH-ON-01,2,32.56,12.43,0.0,65.12,24.86
SL-0011183,2024-04-13,APP-0011,CH-ON-01,3,35.37,13.92,0.0,106.11,41.76
SL-0011184,2024-04-13,FTW-0015,CH-ON-01,1,73.35,42.37,0.0,73.35,42.37
SL-0011185,2024-04-13,HOM-0026,CH-ON-01,1,32.03,18.49,0.0,32.03,18.49
SL-0011186,2024-04-13,HOM-0027,CH-ON-01,3,18.09,10.8,0.0,54.27,32.4
SL-0011187,2024-04-13,FTW-0014,CH-WS-01,2,44.75,26.05,0.0,89.5,52.1
SL-0011188,2024-04-13,FTW-0015,CH-WS-01,2,73.35,41.39,0.0,146.7,82.78
SL-0011189,2024-04-14,APP-0001,CH-NE-01,4,54.29,28.24,0.0,217.16,112.96
SL-0011190,2024-04-14,APP-0007,CH-NE-01,2,35.47,11.8,0.0,70.94,23.6
SL-0011191,2024-04-14,APP-0010,CH-NE-01,3,21.41,9.4,0.0,64.23,28.2
SL-0011192,2024-04-14,APP-0011,CH-NE-01,5,35.37,14.15,0.0,176.85,70.75
SL-0011193,2024-04-14,FTW-0014,CH-NE-01,3,44.75,25.63,0.0,134.25,76.89
SL-0011194,2024-04-14,FTW-0015,CH-NE-01,3,73.35,40.71,0.0,220.05,122.13
